text	tags_whitespace_sep
Ὅτε ἠρίστησαν οὖν λέγει τῷ Σίμωνι Πέτρῳ ὁ Ἰησοῦς Σίμων Ἰωάννου ἀγαπᾷς με πλέον τούτων 	speech_act #predicating circumstance $process objectifying extra_participant medial-final alertness instantiator_construal development_marker advancing 
Σίμων Ἰωάννου ἀγαπᾷς με πλέον τούτων 	speech_act augmented #predicating $process objectifying circumstance alertness interrogative interactant speaker_excluded 
λέγει αὐτῷ Ναί κύριε σὺ οἶδας ὅτι φιλῶ σε 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ναί κύριε σὺ οἶδας ὅτι φιλῶ σε 	speech_act augmented augmented #predicating instantiator_construal $process objectifying alertness complete interactant speaker_excluded 
λέγει αὐτῷ Βόσκε τὰ ἀρνία μου 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Βόσκε τὰ ἀρνία μου 	speech_act #predicating $process objectifying alertness direction_tbd interactant_indication_tbd 
λέγει αὐτῷ πάλιν δεύτερον Σίμων Ἰωάννου ἀγαπᾷς με 	speech_act #predicating $process objectifying extra_participant medial-final circumstance circumstance alertness 
Σίμων Ἰωάννου ἀγαπᾷς με 	speech_act augmented #predicating $process objectifying alertness interrogative interactant speaker_excluded 
λέγει αὐτῷ Ναί κύριε σὺ οἶδας ὅτι φιλῶ σε 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ναί κύριε σὺ οἶδας ὅτι φιλῶ σε 	speech_act augmented augmented #predicating instantiator_construal $process objectifying alertness complete interactant speaker_excluded 
λέγει αὐτῷ Ποίμαινε τὰ πρόβατά μου 	speech_act #predicating $process objectifying extra_participant medial-final alertness 
Ποίμαινε τὰ πρόβατά μου 	speech_act #predicating $process objectifying alertness direction_tbd interactant_indication_tbd 
λέγει αὐτῷ τὸ τρίτον Σίμων Ἰωάννου φιλεῖς με 	speech_act #predicating $process objectifying extra_participant medial-final circumstance alertness 
Σίμων Ἰωάννου φιλεῖς με 	speech_act augmented #predicating $process objectifying alertness interrogative interactant speaker_excluded 
ἐλυπήθη ὁ Πέτρος ὅτι εἶπεν αὐτῷ τὸ τρίτον Φιλεῖς με 	speech_act #predicating subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd instantiator_construal circumstance internal_orientation 
Φιλεῖς με 	speech_act #predicating $process objectifying alertness interrogative interactant speaker_excluded 
καὶ εἶπεν αὐτῷ Κύριε πάντα σὺ οἶδας σὺ γινώσκεις ὅτι φιλῶ σε 	development_marker speech_act #predicating $process objectifying extra_participant medial-final complete internal_orientation 
Κύριε πάντα σὺ οἶδας σὺ γινώσκεις ὅτι φιλῶ σε 	speech_act augmented #predicating grouped 
λέγει αὐτῷ ὁ Ἰησοῦς Βόσκε τὰ πρόβατά μου ἀμὴν ἀμὴν λέγω σοι ὅτε ἦς νεώτερος ἐζώννυες σεαυτὸν καὶ περιεπάτεις ὅπου ἤθελες ὅταν γηράσῃς δὲ ἐκτενεῖς τὰς χεῖράς σου καὶ ἄλλος σε ζώσει καὶ οἴσει ὅπου οὐ θέλεις 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Βόσκε τὰ πρόβατά μου 	speech_act #predicating $process objectifying alertness direction_tbd interactant_indication_tbd 
ἀμὴν ἀμὴν λέγω σοι ὅτε ἦς νεώτερος ἐζώννυες σεαυτὸν καὶ περιεπάτεις ὅπου ἤθελες ὅταν γηράσῃς δὲ ἐκτενεῖς τὰς χεῖράς σου καὶ ἄλλος σε ζώσει καὶ οἴσει ὅπου οὐ θέλεις 	speech_act augmented augmented #predicating $process objectifying extra_participant medial-final alertness interactant 
ὅτε ἦς νεώτερος ἐζώννυες σεαυτὸν καὶ περιεπάτεις ὅπου ἤθελες 	speech_act #predicating grouped circumstance internal_orientation 
ὅταν γηράσῃς δὲ ἐκτενεῖς τὰς χεῖράς σου καὶ ἄλλος σε ζώσει καὶ οἴσει ὅπου οὐ θέλεις 	speech_act augmented #predicating grouped development_marker progressive 
τοῦτο δὲ εἶπεν σημαίνων ποίῳ θανάτῳ δοξάσει τὸν θεόν 	speech_act #predicating objectifying $process circumstance complete internal_orientation development_marker progressive 
καὶ τοῦτο εἰπὼν λέγει αὐτῷ Ἀκολούθει μοι 	development_marker speech_act #predicating circumstance $process objectifying extra_participant medial-final alertness 
Ἀκολούθει μοι 	speech_act #predicating $process objectifying peripheral medial-final alertness direction_tbd interactant_indication_tbd 
Ἐπιστραφεὶς ὁ Πέτρος βλέπει τὸν μαθητὴν ὃν ἠγάπα ὁ Ἰησοῦς ἀκολουθοῦντα ὃς καὶ ἀνέπεσεν ἐν τῷ δείπνῳ ἐπὶ τὸ στῆθος αὐτοῦ καὶ εἶπεν Κύριε τίς ἐστιν ὁ παραδιδούς σε 	speech_act #predicating circumstance instantiator_construal $process objectifying alertness 
Κύριε τίς ἐστιν ὁ παραδιδούς σε 	speech_act augmented #predicating complementary_property $process alertness instantiator_construal interrogative differentiation_request 
τοῦτον ἰδὼν οὖν ὁ Πέτρος λέγει τῷ Ἰησοῦ Κύριε οὗτος δὲ τί 	speech_act #predicating circumstance instantiator_construal $process objectifying extra_participant medial-final alertness development_marker advancing 
Κύριε οὗτος δὲ τί 	speech_act augmented #predicating instantiator_construal progressive synchronic differentiated direction_tbd interactant_indication_tbd 
λέγει αὐτῷ ὁ Ἰησοῦς Ἐὰν αὐτὸν θέλω μένειν ἕως ἔρχομαι τί πρὸς σέ σύ μοι ἀκολούθει 	speech_act #predicating $process objectifying extra_participant medial-final alertness instantiator_construal 
Ἐὰν αὐτὸν θέλω μένειν ἕως ἔρχομαι τί πρὸς σέ 	speech_act #predicating circumstance instantiator_construal extrinsic #positional_association $position differentiated indicated interactant speaker_excluded accusative_association direction_tbd interactant_indication_tbd 
σύ μοι ἀκολούθει 	speech_act #predicating instantiator_construal objectifying peripheral medial-final $process alertness direction_tbd interactant_indication_tbd 
ἐξῆλθεν οὖν οὗτος ὁ λόγος εἰς τοὺς ἀδελφοὺς ὅτι ὁ μαθητὴς ἐκεῖνος οὐκ ἀποθνῄσκει 	speech_act #predicating $process circumstance objectifying complete instantiator_construal internal_orientation development_marker advancing 
οὐκ εἶπεν αὐτῷ ὁ Ἰησοῦς ὅτι οὐκ ἀποθνῄσκει δὲ 	speech_act #predicating grouped internal_orientation development_marker progressive 
ἀλλ’ Ἐὰν αὐτὸν θέλω μένειν ἕως ἔρχομαι τί πρὸς σέ 	development_marker corrective speech_act #predicating circumstance instantiator_construal extrinsic #positional_association $position differentiated indicated interactant speaker_excluded accusative_association direction_tbd interactant_indication_tbd 
Οὗτός ἐστιν ὁ μαθητὴς ὁ μαρτυρῶν περὶ τούτων καὶ ὁ γράψας ταῦτα καὶ οἴδαμεν ὅτι ἀληθὴς αὐτοῦ ἡ μαρτυρία ἐστίν 	speech_act #predicating grouped 
ἔστιν δὲ καὶ ἄλλα πολλὰ ἃ ἐποίησεν ὁ Ἰησοῦς 	speech_act #predicating $process alertness instantiator_construal development_marker progressive 
ἅτινα ἐὰν γράφηται καθ’ ἕν οὐδ’ αὐτὸν τὸν κόσμον χωρήσειν τὰ γραφόμενα βιβλία οἶμαι 	speech_act #predicating circumstance circumstance direction_tbd interactant_indication_tbd presumed 
Τὸν πρῶτον λόγον μὲν ἐποιησάμην περὶ πάντων ὧν ποιεῖν τε καὶ διδάσκειν ἤρξατο ὁ Ἰησοῦς ἄχρι ἧς ἡμέρας ἐντειλάμενος τοῖς ἀποστόλοις οὓς ἐξελέξατο διὰ πνεύματος ἁγίου ἀνελήμφθη οἷς καὶ παρέστησεν ἑαυτὸν ζῶντα μετὰ τὸ παθεῖν αὐτὸν ἐν πολλοῖς τεκμηρίοις δι’ ἡμερῶν τεσσεράκοντα ὀπτανόμενος αὐτοῖς καὶ λέγων τὰ περὶ τῆς βασιλείας τοῦ θεοῦ ὦ Θεόφιλε 	speech_act #predicating objectifying affected $process circumstance complete affirmative internal_orientation interactant augmented augmented 
καὶ συναλιζόμενος παρήγγειλεν αὐτοῖς ἀπὸ Ἱεροσολύμων μὴ χωρίζεσθαι ἀλλὰ περιμένειν τὴν ἐπαγγελίαν τοῦ πατρὸς ἣν ἠκούσατέ μου ὅτι Ἰωάννης μὲν ἐβάπτισεν ὕδατι ὑμεῖς δὲ ἐν πνεύματι ἁγίῳ βαπτισθήσεσθε οὐ μετὰ πολλὰς ταύτας ἡμέρας 	development_marker speech_act #predicating circumstance $process objectifying extra_participant medial-final complete circumstance internal_orientation 
Οἱ μὲν οὖν συνελθόντες ἠρώτων αὐτὸν λέγοντες Κύριε εἰ ἐν τῷ χρόνῳ τούτῳ ἀποκαθιστάνεις τὴν βασιλείαν τῷ Ἰσραήλ 	speech_act #predicating instantiator_construal affirmative circumstance $process objectifying circumstance alertness internal_orientation development_marker advancing 
Κύριε εἰ ἐν τῷ χρόνῳ τούτῳ ἀποκαθιστάνεις τὴν βασιλείαν τῷ Ἰσραήλ 	speech_act augmented #predicating circumstance direction_tbd interactant_indication_tbd presumed 
εἶπεν δὲ πρὸς αὐτούς Οὐχ ὑμῶν ἐστιν γνῶναι χρόνους ἢ καιροὺς οὓς ὁ πατὴρ ἔθετο ἐν τῇ ἰδίᾳ ἐξουσίᾳ ἀλλὰ λήμψεσθε δύναμιν ἐπελθόντος τοῦ ἁγίου πνεύματος ἐφ’ ὑμᾶς καὶ ἔσεσθέ μου μάρτυρες ἔν τε Ἰερουσαλὴμ καὶ ἐν πάσῃ τῇ Ἰουδαίᾳ καὶ Σαμαρείᾳ καὶ ἕως ἐσχάτου τῆς γῆς 	speech_act #predicating $process circumstance objectifying complete internal_orientation development_marker progressive 
Οὐχ ὑμῶν ἐστιν γνῶναι χρόνους ἢ καιροὺς οὓς ὁ πατὴρ ἔθετο ἐν τῇ ἰδίᾳ ἐξουσίᾳ ἀλλὰ λήμψεσθε δύναμιν ἐπελθόντος τοῦ ἁγίου πνεύματος ἐφ’ ὑμᾶς καὶ ἔσεσθέ μου μάρτυρες ἔν τε Ἰερουσαλὴμ καὶ ἐν πάσῃ τῇ Ἰουδαίᾳ καὶ Σαμαρείᾳ καὶ ἕως ἐσχάτου τῆς γῆς 	speech_act #predicating grouped 
καὶ ταῦτα εἰπὼν βλεπόντων αὐτῶν ἐπήρθη 	development_marker speech_act #predicating circumstance circumstance subjective_participation_type_tbd $process complete objectifying #externalization centrality_tbd internal_orientation 
καὶ νεφέλη ὑπέλαβεν αὐτὸν ἀπὸ τῶν ὀφθαλμῶν αὐτῶν 	development_marker speech_act #predicating instantiator_construal $process objectifying circumstance complete internal_orientation 
καὶ ὡς ἀτενίζοντες ἦσαν εἰς τὸν οὐρανὸν πορευομένου αὐτοῦ καὶ ἰδοὺ ἄνδρες δύο παρειστήκεισαν αὐτοῖς ἐν ἐσθήσεσι λευκαῖς οἳ καὶ εἶπαν Ἄνδρες Γαλιλαῖοι τί ἑστήκατε βλέποντες εἰς τὸν οὐρανόν οὗτος ὁ Ἰησοῦς ὁ ἀναλημφθεὶς ἀφ’ ὑμῶν εἰς τὸν οὐρανὸν οὕτως ἐλεύσεται ὃν τρόπον ἐθεάσασθε αὐτὸν πορευόμενον εἰς τὸν οὐρανόν 	development_marker speech_act augmented #predicating speech_act augmented #predicating instantiator_construal $process circumstance circumstance alertness complete circumstance internal_orientation direction_tbd gender_tbd interactant_indication_tbd number_tbd 
Ἄνδρες Γαλιλαῖοι τί ἑστήκατε βλέποντες εἰς τὸν οὐρανόν 	speech_act augmented #predicating circumstance $process circumstance alertness complete interrogative differentiation_request interactant speaker_excluded 
οὗτος ὁ Ἰησοῦς ὁ ἀναλημφθεὶς ἀφ’ ὑμῶν εἰς τὸν οὐρανὸν οὕτως ἐλεύσεται ὃν τρόπον ἐθεάσασθε αὐτὸν πορευόμενον εἰς τὸν οὐρανόν 	speech_act #predicating instantiator_construal circumstance affected $process circumstance alertness complete expected 
Τότε ὑπέστρεψαν εἰς Ἰερουσαλὴμ ἀπὸ ὄρους τοῦ καλουμένου Ἐλαιῶνος ὅ ἐστιν ἐγγὺς Ἰερουσαλὴμ σαββάτου ὁδόν ἔχον 	speech_act #predicating circumstance $process circumstance circumstance complete internal_orientation 
καὶ ὅτε εἰσῆλθον εἰς τὸ ὑπερῷον ἀνέβησαν οὗ ἦσαν καταμένοντες ὅ τε Πέτρος καὶ Ἰωάννης καὶ Ἰάκωβος καὶ Ἀνδρέας Φίλιππος καὶ Θωμᾶς Βαρθολομαῖος καὶ Μαθθαῖος Ἰάκωβος Ἁλφαίου καὶ Σίμων ὁ ζηλωτὴς καὶ Ἰούδας Ἰακώβου 	development_marker speech_act #predicating grouped circumstance internal_orientation 
οὗτοι πάντες ἦσαν προσκαρτεροῦντες ὁμοθυμαδὸν τῇ προσευχῇ σὺν γυναιξὶν καὶ Μαριὰμ τῇ μητρὶ τοῦ Ἰησοῦ καὶ σὺν τοῖς ἀδελφοῖς αὐτοῦ 	speech_act #predicating instantiator_construal $process objectifying complementary_property circumstance circumstance alertness internal_orientation 
Καὶ ἐν ταῖς ἡμέραις ταύταις ἀναστὰς ἐν μέσῳ τῶν ἀδελφῶν Πέτρος εἶπεν Ἄνδρες ἀδελφοί ἔδει πληρωθῆναι τὴν γραφὴν ἣν προεῖπε τὸ πνεῦμα τὸ ἅγιον διὰ στόματος Δαυὶδ περὶ Ἰούδα τοῦ γενομένου ὁδηγοῦ τοῖς συλλαβοῦσιν Ἰησοῦν ὅτι κατηριθμημένος ἦν ἐν ἡμῖν καὶ ἔλαχεν τὸν κλῆρον τῆς διακονίας ταύτης 	development_marker speech_act #predicating circumstance circumstance instantiator_construal $process objectifying complete internal_orientation 
Ἄνδρες ἀδελφοί ἔδει πληρωθῆναι τὴν γραφὴν ἣν προεῖπε τὸ πνεῦμα τὸ ἅγιον διὰ στόματος Δαυὶδ περὶ Ἰούδα τοῦ γενομένου ὁδηγοῦ τοῖς συλλαβοῦσιν Ἰησοῦν ὅτι κατηριθμημένος ἦν ἐν ἡμῖν καὶ ἔλαχεν τὸν κλῆρον τῆς διακονίας ταύτης 	speech_act augmented augmented #predicating $process alertness instantiator_construal circumstance internal_orientation 
ἦν τε ὄχλος ὀνομάτων ἐπὶ τὸ αὐτὸ ὡς ἑκατὸν εἴκοσι 	speech_act #predicating $process complementary_property alertness instantiator_construal internal_orientation development_marker enclitic_addition 
Οὗτος ἐκτήσατο χωρίον ἐκ μισθοῦ τῆς ἀδικίας μὲν οὖν καὶ πρηνὴς γενόμενος ἐλάκησεν μέσος καὶ ἐξεχύθη πάντα τὰ σπλάγχνα αὐτοῦ 	speech_act #predicating grouped affirmative internal_orientation development_marker advancing 
καὶ γνωστὸν ἐγένετο πᾶσι τοῖς κατοικοῦσιν Ἰερουσαλήμ ὥστε κληθῆναι τὸ χωρίον ἐκεῖνο τῇ ἰδίᾳ διαλέκτῳ αὐτῶν Ἁκελδαμάχ τοῦτ’ ἔστιν Χωρίον Αἵματος 	development_marker speech_act #predicating complementary_property affected $process circumstance circumstance complete internal_orientation 
γέγραπται γὰρ ἐν βίβλῳ ψαλμῶν Γενηθήτω ἡ ἔπαυλις αὐτοῦ ἔρημος καὶ μὴ ἔστω ὁ κατοικῶν ἐν αὐτῇ καί Τὴν ἐπισκοπὴν αὐτοῦ λαβέτω ἕτερος 	speech_act #predicating subjective_participation_type_tbd $process circumstance alertness complete objectifying #externalization centrality_tbd instantiator_construal development_marker supporting 
Τὴν ἐπισκοπὴν αὐτοῦ λαβέτω ἕτερος 	speech_act #predicating objectifying $process complete instantiator_construal direction_tbd interactant_indication_tbd 
δεῖ οὖν τῶν συνελθόντων ἡμῖν ἐν παντὶ χρόνῳ ᾧ εἰσῆλθεν καὶ ἐξῆλθεν ἐφ’ ἡμᾶς ὁ κύριος Ἰησοῦς ἀρξάμενος ἀπὸ τοῦ βαπτίσματος Ἰωάννου ἕως τῆς ἡμέρας ἧς ἀνελήμφθη ἀφ’ ἡμῶν ἀνδρῶν μάρτυρα τῆς ἀναστάσεως αὐτοῦ σὺν ἡμῖν γενέσθαι ἕνα τούτων 	speech_act #predicating $process alertness instantiator_construal development_marker advancing 
καὶ ἔστησαν δύο Ἰωσὴφ τὸν καλούμενον Βαρσαββᾶν ὃς ἐπεκλήθη Ἰοῦστος καὶ Μαθθίαν 	development_marker speech_act #predicating $process objectifying centrality_tbd complete internal_orientation 
καὶ προσευξάμενοι εἶπαν Σὺ κύριε καρδιογνῶστα πάντων ἀνάδειξον ὃν ἐξελέξω ἐκ τούτων τῶν δύο ἕνα λαβεῖν τὸν τόπον τῆς διακονίας ταύτης καὶ ἀποστολῆς ἀφ’ ἧς παρέβη Ἰούδας πορευθῆναι εἰς τὸν τόπον τὸν ἴδιον 	development_marker speech_act #predicating circumstance $process objectifying complete internal_orientation 
Σὺ κύριε καρδιογνῶστα πάντων ἀνάδειξον ὃν ἐξελέξω ἐκ τούτων τῶν δύο ἕνα λαβεῖν τὸν τόπον τῆς διακονίας ταύτης καὶ ἀποστολῆς ἀφ’ ἧς παρέβη Ἰούδας πορευθῆναι εἰς τὸν τόπον τὸν ἴδιον 	speech_act #predicating instantiator_construal $process objectifying circumstance complete direction_tbd interactant_indication_tbd augmented 
καὶ ἔδωκαν κλήρους αὐτοῖς καὶ ἔπεσεν ὁ κλῆρος ἐπὶ Μαθθίαν 	development_marker speech_act #predicating grouped internal_orientation 
καὶ συγκατεψηφίσθη μετὰ τῶν ἕνδεκα ἀποστόλων 	development_marker speech_act #predicating subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd internal_orientation 
Καὶ ἐν τῷ συμπληροῦσθαι τὴν ἡμέραν τῆς πεντηκοστῆς ἦσαν πάντες ὁμοῦ ἐπὶ τὸ αὐτό 	development_marker speech_act #predicating circumstance $process circumstance complementary_property alertness instantiator_construal internal_orientation 
καὶ ἐγένετο ἄφνω ἐκ τοῦ οὐρανοῦ ἦχος ὥσπερ φερομένης πνοῆς βιαίας 	development_marker speech_act #predicating affected $process circumstance circumstance complete instantiator_construal circumstance internal_orientation 
καὶ ἐπλήρωσεν ὅλον τὸν οἶκον οὗ ἦσαν καθήμενοι 	development_marker speech_act #predicating $process objectifying complete internal_orientation 
καὶ ὤφθησαν αὐτοῖς διαμεριζόμεναι γλῶσσαι ὡσεὶ πυρός καὶ ἐκάθισεν ἐφ’ ἕνα ἕκαστον αὐτῶν 	development_marker speech_act #predicating grouped internal_orientation 
καὶ ἐπλήσθησαν πάντες πνεύματος ἁγίου 	development_marker speech_act #predicating subjective_participation_type_tbd $process circumstance complete objectifying #externalization centrality_tbd instantiator_construal internal_orientation 
καὶ ἤρξαντο λαλεῖν ἑτέραις γλώσσαις καθὼς τὸ πνεῦμα ἐδίδου ἀποφθέγγεσθαι αὐτοῖς 	development_marker speech_act #predicating affected $process objectifying complete circumstance internal_orientation 
Ἦσαν δὲ ἐν Ἰερουσαλὴμ κατοικοῦντες Ἰουδαῖοι ἄνδρες εὐλαβεῖς ἀπὸ παντὸς ἔθνους τῶν ὑπὸ τὸν οὐρανόν 	speech_act #predicating $process circumstance complementary_property alertness instantiator_construal internal_orientation development_marker progressive 
γενομένης τῆς φωνῆς ταύτης δὲ συνῆλθε τὸ πλῆθος καὶ συνεχύθη ὅτι ἤκουον εἷς ἕκαστος τῇ ἰδίᾳ διαλέκτῳ λαλούντων αὐτῶν 	speech_act #predicating grouped circumstance circumstance internal_orientation development_marker progressive 
ἐξίσταντο δὲ 	speech_act #predicating affected $process alertness internal_orientation development_marker progressive 
καὶ ἐθαύμαζον λέγοντες Οὐχ ἰδοὺ πάντες οὗτοί οἱ λαλοῦντες εἰσιν Γαλιλαῖοι 	development_marker speech_act #predicating $process circumstance alertness internal_orientation 
Οὐχ ἰδοὺ πάντες οὗτοί οἱ λαλοῦντες εἰσιν Γαλιλαῖοι 	speech_act #predicating interrogative #confirmation_request factual instantiator_construal $process complementary_property alertness augmented 
καὶ πῶς ἡμεῖς ἀκούομεν ἕκαστος τῇ ἰδίᾳ διαλέκτῳ ἡμῶν ἐν ᾗ ἐγεννήθημεν 	development_marker speech_act #predicating circumstance instantiator_construal $process circumstance circumstance alertness interrogative differentiation_request interactant 
Πάρθοι καὶ Μῆδοι καὶ Ἐλαμῖται καὶ οἱ κατοικοῦντες τὴν Μεσοποταμίαν Ἰουδαίαν τε καὶ Καππαδοκίαν Πόντον καὶ τὴν Ἀσίαν Φρυγίαν τε καὶ Παμφυλίαν Αἴγυπτον καὶ τὰ μέρη τῆς Λιβύης τῆς κατὰ Κυρήνην καὶ οἱ ἐπιδημοῦντες Ῥωμαῖοι Ἰουδαῖοί τε καὶ προσήλυτοι Κρῆτες καὶ Ἄραβες ἀκούομεν λαλούντων ταῖς ἡμετέραις γλώσσαις τὰ μεγαλεῖα τοῦ θεοῦ αὐτῶν 	speech_act #predicating instantiator_construal $process objectifying complementary_property alertness interactant 
ἐξίσταντο δὲ πάντες 	speech_act #predicating affected $process alertness instantiator_construal internal_orientation development_marker progressive 
καὶ διηπόρουν ἄλλος πρὸς ἄλλον λέγοντες Τί εἶναι θέλει τοῦτο 	development_marker speech_act #predicating $process circumstance alertness internal_orientation 
Τί εἶναι θέλει τοῦτο 	speech_act #predicating objectifying centrality_tbd $process alertness instantiator_construal interrogative 
ἕτεροι δὲ διαχλευάζοντες ἔλεγον ὅτι Γλεύκους μεμεστωμένοι εἰσίν 	speech_act #predicating instantiator_construal circumstance $process objectifying centrality_tbd alertness internal_orientation development_marker progressive 
Γλεύκους μεμεστωμένοι εἰσίν 	speech_act #predicating circumstance complementary_property $process alertness 
Σταθεὶς σὺν τοῖς ἕνδεκα δὲ ὁ Πέτρος ἐπῆρεν τὴν φωνὴν αὐτοῦ 	speech_act #predicating circumstance instantiator_construal $process objectifying complete internal_orientation development_marker progressive 
καὶ ἀπεφθέγξατο αὐτοῖς Ἄνδρες Ἰουδαῖοι καὶ οἱ κατοικοῦντες Ἰερουσαλὴμ πάντες τοῦτο ὑμῖν γνωστὸν ἔστω καὶ ἐνωτίσασθε τὰ ῥήματά μου οὐ οὗτοι μεθύουσιν γὰρ ὡς ὑμεῖς ὑπολαμβάνετε ἔστιν γὰρ ὥρα τρίτη τῆς ἡμέρας ἀλλὰ τοῦτό ἐστιν τὸ εἰρημένον διὰ τοῦ προφήτου Ἰωήλ Καὶ ἔσται ἐν ταῖς ἐσχάταις ἡμέραις λέγει ὁ θεός ἐκχεῶ ἀπὸ τοῦ πνεύματός μου ἐπὶ πᾶσαν σάρκα καὶ προφητεύσουσιν οἱ υἱοὶ ὑμῶν καὶ αἱ θυγατέρες ὑμῶν καὶ οἱ νεανίσκοι ὑμῶν ὁράσεις ὄψονται καὶ οἱ πρεσβύτεροι ὑμῶν ἐνυπνίοις ἐνυπνιασθήσονται καί γε ἐπὶ τοὺς δούλους μου καὶ ἐπὶ τὰς δούλας μου ἐν ταῖς ἡμέραις ἐκείναις ἐκχεῶ ἀπὸ τοῦ πνεύματός μου καὶ προφητεύσουσιν καὶ δώσω τέρατα ἐν τῷ οὐρανῷ ἄνω καὶ σημεῖα ἐπὶ τῆς γῆς κάτω αἷμα καὶ πῦρ καὶ ἀτμίδα καπνοῦ ὁ ἥλιος μεταστραφήσεται εἰς σκότος καὶ ἡ σελήνη εἰς αἷμα πρὶν ἢ ἐλθεῖν ἡμέραν κυρίου τὴν μεγάλην καὶ ἐπιφανῆ καὶ ἔσται πᾶς ὃς ἐὰν ἐπικαλέσηται τὸ ὄνομα κυρίου σωθήσεται Ἄνδρες Ἰσραηλῖται ἀκούσατε τοὺς λόγους τούτους Ἰησοῦν τὸν Ναζωραῖον ἄνδρα ἀποδεδειγμένον ἀπὸ τοῦ θεοῦ εἰς ὑμᾶς δυνάμεσι καὶ τέρασι καὶ σημείοις οἷς ἐποίησεν δι’ αὐτοῦ ὁ θεὸς ἐν μέσῳ ὑμῶν καθὼς αὐτοὶ οἴδατε τοῦτον τῇ ὡρισμένῃ βουλῇ καὶ προγνώσει τοῦ θεοῦ ἔκδοτον διὰ χειρὸς ἀνόμων προσπήξαντες ἀνείλατε ὃν ὁ θεὸς ἀνέστησεν λύσας τὰς ὠδῖνας τοῦ θανάτου καθότι οὐκ ἦν δυνατὸν κρατεῖσθαι αὐτὸν ὑπ’ αὐτοῦ Δαυὶδ γὰρ λέγει εἰς αὐτόν Προορώμην τὸν κύριον ἐνώπιόν μου διὰ παντός ὅτι ἐκ δεξιῶν μού ἐστιν ἵνα μὴ σαλευθῶ διὰ τοῦτο ηὐφράνθη ἡ καρδία μου καὶ ἠγαλλιάσατο ἡ γλῶσσά μου ἔτι δὲ καὶ ἡ σάρξ μου κατασκηνώσει ἐπ’ ἐλπίδι ὅτι οὐκ ἐγκαταλείψεις τὴν ψυχήν μου εἰς ᾅδην οὐδὲ δώσεις τὸν ὅσιόν σου ἰδεῖν διαφθοράν ἐγνώρισάς μοι ὁδοὺς ζωῆς πληρώσεις με εὐφροσύνης μετὰ τοῦ προσώπου σου Ἄνδρες ἀδελφοί ἐξὸν εἰπεῖν μετὰ παρρησίας πρὸς ὑμᾶς περὶ τοῦ πατριάρχου Δαυὶδ ὅτι καὶ ἐτελεύτησεν καὶ ἐτάφη καὶ τὸ μνῆμα αὐτοῦ ἔστιν ἐν ἡμῖν ἄχρι τῆς ἡμέρας ταύτης προφήτης ὑπάρχων καὶ εἰδὼς ὅτι ὅρκῳ ὤμοσεν αὐτῷ ὁ θεὸς ἐκ καρποῦ τῆς ὀσφύος αὐτοῦ καθίσαι ἐπὶ τὸν θρόνον αὐτοῦ οὖν προϊδὼν ἐλάλησεν περὶ τῆς ἀναστάσεως τοῦ χριστοῦ ὅτι οὔτε ἐγκατελείφθη εἰς ᾅδην οὔτε ἡ σὰρξ αὐτοῦ εἶδεν διαφθοράν τοῦτον τὸν Ἰησοῦν ἀνέστησεν ὁ θεός οὗ πάντες ἡμεῖς ἐσμεν μάρτυρες τῇ δεξιᾷ τοῦ θεοῦ ὑψωθεὶς τήν ἐπαγγελίαν τοῦ πνεύματος τοῦ ἁγίου τε λαβὼν παρὰ τοῦ πατρὸς οὖν ἐξέχεεν τοῦτο ὃ ὑμεῖς βλέπετε καὶ ἀκούετε οὐ Δαυὶδ ἀνέβη εἰς τοὺς οὐρανούς γὰρ λέγει δὲ αὐτός Εἶπεν ὁ κύριος τῷ κυρίῳ μου Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ὑποπόδιον τῶν ποδῶν σου ἀσφαλῶς οὖν γινωσκέτω πᾶς οἶκος Ἰσραὴλ ὅτι καὶ κύριον καὶ χριστὸν αὐτὸν τοῦτον τὸν Ἰησοῦν ὃν ὑμεῖς ἐσταυρώσατε ἐποίησεν ὁ θεός 	development_marker speech_act #predicating affected $process objectifying extra_participant medial-final complete internal_orientation 
Ἄνδρες Ἰουδαῖοι καὶ οἱ κατοικοῦντες Ἰερουσαλὴμ πάντες τοῦτο ὑμῖν γνωστὸν ἔστω καὶ ἐνωτίσασθε τὰ ῥήματά μου 	speech_act augmented #predicating grouped directive 
οὐ οὗτοι μεθύουσιν γὰρ ὡς ὑμεῖς ὑπολαμβάνετε 	speech_act #predicating speech_act #predicating grouped development_marker supporting direction_tbd gender_tbd interactant_indication_tbd number_tbd augmented 
ἔστιν γὰρ ὥρα τρίτη τῆς ἡμέρας 	speech_act #predicating $process complementary_property alertness development_marker supporting 
